,Unnamed: 0,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
3164,165,"Cheech Marin, Tommy Chong, Hans Man in 't Veld, Carol van Herwijnen",1 nomination.,,USA,21 Nov 2000,Tommy Chong,,"Comedy, Music",English,4.0,"Cheech and Chong fly to the marijuana capital of the world, Amsterdan, for a film festival where they take Dolly Parton and Burt Reynold's place in a limo, suite, press conference and performance. They throw in some sketches as well.",https://m.media-amazon.com/images/M/MV5BYmIwZGQyM2MtNjkzYS00MjkxLWEyZTctYjA2YzY4ODlhMGU0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '4/100'}]",06 May 1983,True,91 min,Still Smokin,movie,,"Tommy Chong, Cheech Marin",1983,tt0086366,5.7,"6,926",
3165,166,"Gene Wilder, Richard Pryor, Georg Stanford Brown, JoBeth Williams",1 nomination.,,USA,28 Aug 2001,Sidney Poitier,,"Comedy, Crime",English,56.0,"Set up and wrongfully accused, two best friends will be sent to prison for a crime they didn't commit. However, no prison cell could keep them locked in.",https://m.media-amazon.com/images/M/MV5BMmFkM2NiYTktODYwOC00NmI5LTgyNmItYTYzZGU1ZTJiN2E5XkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",12 Dec 1980,True,111 min,Stir Crazy,movie,,Bruce Jay Friedman,1980,tt0081562,6.8,"23,168",
3166,167,"Columbus Short, Meagan Good, Ne-Yo, Darrin Dewitt Henson",9 nominations.,"$61,356,221",USA,18 May 2007,Sylvain White,,"Drama, Music, Romance",English,44.0,"When his brother is murdered, a street dancer moves to Georgia to work his way thru college. He joins a fraternity's step dancing team for a competition. Will he also get an education and the girl?",https://m.media-amazon.com/images/M/MV5BMTU5NDA4NDE2Ml5BMl5BanBnXkFtZTcwNDMxMDIzMw@@._V1_SX300.jpg,Screen Gems,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",12 Jan 2007,True,109 min,Stomp the Yard,movie,,"Robert Adetuyi (screenplay), Gregory Ramon Anderson (earlier screenplay)",2007,tt0775539,5.4,"21,230",
3167,168,"Sylvester Stallone, Estelle Getty, JoBeth Williams, Roger Rees",3 wins & 1 nomination.,,USA,20 Jan 2004,Roger Spottiswoode,,"Action, Comedy, Family, Romance",English,,A tough police sergeant's overbearing mother comes to visit him and begins to meddle in his life and career.,https://m.media-amazon.com/images/M/MV5BNzZiZmUzMDAtN2RmZS00ZDkzLWE3OGEtNzRhYTY0NTVkNGRkXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,MCA Universal Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",21 Feb 1992,True,87 min,Stop! Or My Mom Will Shoot,movie,,"Blake Snyder, William Osborne, William Davies",1992,tt0105477,4.3,"36,605",
3168,169,"Andy Samberg, Katie Crown, Kelsey Grammer, Jennifer Aniston",3 wins & 3 nominations.,"$72,655,779",USA,20 Dec 2016,"Nicholas Stoller, Doug Sweetland",,"Animation, Adventure, Comedy, Family, Fantasy",English,56.0,"Storks have moved on from delivering babies to packages. But when an order for a baby appears, the best delivery stork must scramble to fix the error by delivering the baby.",https://m.media-amazon.com/images/M/MV5BMTYxNjI3MzcwMF5BMl5BanBnXkFtZTgwOTIyNDY5OTE@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",23 Sep 2016,True,87 min,Storks,movie,,Nicholas Stoller,2016,tt4624424,6.8,"51,855",
3170,171,"Dolly Parton, James Woods, Griffin Dunne, Michael Madsen",,,USA,06 May 2003,Barnet Kellman,,"Comedy, Drama, Romance",English,,"A woman ditches her small town life for big city Chicago, where she becomes a sensation as a radio show host.",https://m.media-amazon.com/images/M/MV5BODE4MDY1ODctOTc4Zi00ZTE0LThlMDgtMjZmNmExZmI0MDkwXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,Hollywood Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",03 Apr 1992,True,91 min,Straight Talk,movie,,"Craig Bolotin (story), Craig Bolotin (screenplay), Patricia Resnick (screenplay)",1992,tt0105481,5.7,"3,116",
3171,172,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza",Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.,"$40,137,776",USA,27 Feb 2007,Marc Forster,,"Comedy, Drama, Fantasy, Romance",English,67.0,"An I.R.S. auditor suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death.",https://m.media-amazon.com/images/M/MV5BMmE2ZjYwNGYtYWMyMS00M2I0LWI4NDEtMzc1MTllMjk0ZmFmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",10 Nov 2006,True,113 min,Stranger Than Fiction,movie,,Zach Helm,2006,tt0420223,7.6,"209,966",
3173,174,"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa",2 nominations.,,"Japan, USA",26 May 1998,Steven E. de Souza,,"Action, Adventure, Comedy, Thriller","English, Japanese, Esperanto",,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,https://m.media-amazon.com/images/M/MV5BY2JhYjUzYzAtMWFhMi00YzIyLTllZGQtMTAzNThkNTJhNTBmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,MCA Universal Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}]",23 Dec 1994,True,102 min,Street Fighter,movie,,Steven E. de Souza,1994,tt0111301,3.9,"62,233",
3174,175,"Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore",,,USA,06 Mar 2001,Rowdy Herrington,,"Action, Crime, Mystery, Thriller",English,,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.",https://m.media-amazon.com/images/M/MV5BMTQzMDEwMTc5N15BMl5BanBnXkFtZTgwMzczNjQxMTE@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",17 Sep 1993,True,102 min,Striking Distance,movie,,"Rowdy Herrington, Marty Kaplan",1993,tt0108238,5.8,"38,290",
3175,176,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles",,,USA,18 Jun 2001,Ivan Reitman,,"Comedy, War","English, Russian, Polish",68.0,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,https://m.media-amazon.com/images/M/MV5BMTQ3NzU2NjYyNF5BMl5BanBnXkFtZTgwMjg1MzQxMDE@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",26 Jun 1981,True,106 min,Stripes,movie,,"Len Blum, Daniel Goldberg, Harold Ramis",1981,tt0083131,6.9,"60,208",
3176,177,"Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames",8 wins & 4 nominations.,,USA,27 Jul 1999,Andrew Bergman,,"Comedy, Crime, Drama, Thriller",English,,A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,https://m.media-amazon.com/images/M/MV5BYzM1OTQwZGItMTJlYy00NjJmLWEwOTMtMDQzNmU3ZGNiODJiL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}]",28 Jun 1996,True,115 min,Striptease,movie,,"Carl Hiaasen (book), Andrew Bergman (screenplay)",1996,tt0117765,4.5,"40,588",
3177,178,"Burt Reynolds, Ned Beatty, Jim Nabors, Parker Stevenson",1 win & 4 nominations.,,USA,20 Oct 1998,Hal Needham,,"Action, Comedy, Romance, Sport",English,30.0,"The title character, a popular NASCAR driver, clashes with the fried-chicken mogul that sponsors his racing team.",https://m.media-amazon.com/images/M/MV5BN2Y1ODQzYTMtMjYyYy00ZWQwLWI2Y2EtMDk4ZDg3ZTExOTU3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,WARNER BROTHERS PICTURES,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",01 Jul 1983,True,96 min,Stroker Ace,movie,,"William Neely (novel), Robert K. Ottum (novel), Hugh Wilson (screenplay), Hal Needham (screenplay), David E. Peckinpah",1983,tt0086379,4.8,"3,263",
3180,181,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki",1 win & 4 nominations.,"$64,736,114",USA,10 Dec 2002,Rob Minkoff,,"Animation, Adventure, Comedy, Family, Fantasy",English,66.0,Stuart and Snowbell set out across town to rescue a friend.,https://m.media-amazon.com/images/M/MV5BMTYyNDg0Njc2Nl5BMl5BanBnXkFtZTYwMDc3NzQ3._V1_SX300.jpg,Columbia Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",19 Jul 2002,True,77 min,Stuart Little 2,movie,,"E.B. White (characters from the book ""Stuart Little""), Douglas Wick (story), Bruce Joel Rubin (story), Bruce Joel Rubin (screenplay)",2002,tt0243585,5.4,"46,667",
3181,182,"Matt Damon, Greg Kinnear, Eva Mendes, Wen Yann Shih",2 nominations.,,USA,09 Nov 2004,"Bobby Farrelly, Peter Farrelly",,Comedy,English,62.0,Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.,https://m.media-amazon.com/images/M/MV5BMTYwODE1MTc3NF5BMl5BanBnXkFtZTcwMjQxMzQyMQ@@._V1_SX300.jpg,,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Metacritic', 'Value': '62/100'}]",12 Dec 2003,True,118 min,Stuck On You,movie,,"Charles B. Wessler (story), Bennett Yellin (story), Peter Farrelly (story), Bobby Farrelly (story), Peter Farrelly (screenplay), Bobby Farrelly (screenplay)",2003,tt0338466,5.7,"49,313",
3182,183,"Emily Browning, Abbie Cornish, Jena Malone, Vanessa Hudgens",1 win & 10 nominations.,"$36,381,716","USA, Canada",28 Jun 2011,Zack Snyder,,"Action, Adventure, Fantasy","English, German",33.0,"A young girl is institutionalized by her abusive stepfather, retreating to an alternative reality as a coping strategy, envisioning a plan to help her escape.",https://m.media-amazon.com/images/M/MV5BNDEwNGRlNjQtZjI4OC00ZmMxLWEyYmQtNGI1NDk4YmUyYTNkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,IMAX,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",25 Mar 2011,True,110 min,Sucker Punch,movie,,"Zack Snyder (screenplay), Steve Shibuya (screenplay), Zack Snyder (story)",2011,tt0978764,6.0,"220,819",
3183,184,"Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman",1 nomination.,,USA,20 Nov 2001,Clint Eastwood,,"Action, Crime, Thriller",English,52.0,"A rape victim is exacting revenge on her aggressors in a small town outside San Francisco. ""Dirty"" Harry Callahan, on suspension for angering his superiors (again), is assigned to the case.",https://m.media-amazon.com/images/M/MV5BYTA2NzY5ZTgtNTY3Ni00YTc3LWFhN2ItY2Q4NzljYTRkZTIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",09 Dec 1983,True,117 min,Sudden Impact,movie,,"Harry Julian Fink (characters), Rita M. Fink (characters), Joseph Stinson (screenplay), Earl E. Smith (story), Charles B. Pierce (story)",1983,tt0086383,6.6,"37,955",
3184,185,"Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman",1 nomination.,,USA,20 Nov 2001,Clint Eastwood,,"Action, Crime, Thriller",English,52.0,"A rape victim is exacting revenge on her aggressors in a small town outside San Francisco. ""Dirty"" Harry Callahan, on suspension for angering his superiors (again), is assigned to the case.",https://m.media-amazon.com/images/M/MV5BYTA2NzY5ZTgtNTY3Ni00YTc3LWFhN2ItY2Q4NzljYTRkZTIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",09 Dec 1983,True,117 min,Sudden Impact,movie,,"Harry Julian Fink (characters), Rita M. Fink (characters), Joseph Stinson (screenplay), Earl E. Smith (story), Charles B. Pierce (story)",1983,tt0086383,6.6,"37,955",
3185,186,,,,,,,Movie not found!,,,,,,,,,,False,,Suddenly (1954),,,,,,,,
3186,187,"Wesley Snipes, Khandi Alexander, DeVaughn Nixon, Marquise Wilson",,,USA,14 Jan 2003,Leon Ichaso,,"Crime, Drama, Thriller",English,,"A drug dealer tries to get out of the life and start anew with his girlfriend, but the transition is tragically difficult.",https://m.media-amazon.com/images/M/MV5BYzg0M2E2NjUtOTY3YS00MGQ2LWFmZDEtOTkwNmI2MmI2YjMwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",25 Feb 1994,True,123 min,Sugar Hill,movie,,Barry Michael Cooper,1993,tt0107079,5.9,"3,866",
3189,190,"John Candy, Karen Austin, Kerri Green, Joey Lawrence",3 nominations.,,USA,17 Apr 2001,Carl Reiner,,Comedy,"English, Spanish",38.0,An overworked air-traffic controller takes his family on a beach vacation but is soon beset by series of mishaps.,https://m.media-amazon.com/images/M/MV5BODkxMjUzYzEtNjA0My00M2Q4LWE0NzEtMDIxYTdhM2Y3ZDgzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",09 Aug 1985,True,87 min,Summer Rental,movie,,"Jeremy Stevens, Mark Reisman",1985,tt0090098,6.3,"12,731",
3190,191,"Mark Harmon, Kirstie Alley, Robin Thomas, Patrick Labyorteaux",,,USA,01 Jun 2004,Carl Reiner,,"Comedy, Romance",English,27.0,"Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he's fired unless all his students pass the test.",https://m.media-amazon.com/images/M/MV5BYTllNDllODAtOTVkOC00NGYzLWFkMTItZGY2YThlMWM3YWM2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",22 Jul 1987,True,97 min,Summer School,movie,,"Stuart Birnbaum (story), David Dashev (story), Jeff Franklin (story), Jeff Franklin (screenplay)",1987,tt0094072,6.6,"15,956",
3192,193,"John Leguizamo, Adrien Brody, Mira Sorvino, Jennifer Esposito",6 nominations.,,USA,09 Sep 2008,Spike Lee,,"Crime, Drama, Romance, Thriller","English, Italian",67.0,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American Northeast Bronx neighborhood who live in fear and distrust of one another.",https://m.media-amazon.com/images/M/MV5BNjdjMDQ4ZjctYmQzNS00NjYwLWFhNTQtMGM0YmJjMmE5YmE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '67/100'}]",02 Jul 1999,True,142 min,Summer of Sam,movie,,"Spike Lee, Victor Colicchio (screenplay), Michael Imperioli (screenplay), Spike Lee (screenplay)",1999,tt0162677,6.7,"34,462",
3193,194,"Joel Courtney, Jessica Tuck, Joel McKinnon Miller, Ryan Lee",11 wins & 67 nominations.,"$126,975,169",USA,22 Nov 2011,J.J. Abrams,,"Mystery, Sci-Fi, Thriller",English,72.0,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",https://m.media-amazon.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",10 Jun 2011,True,112 min,Super 8,movie,,J.J. Abrams,2011,tt1650062,7.0,"323,941",
3194,195,"Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis",2 nominations.,,"UK, USA, Japan",03 Jun 2003,"Annabel Jankel, Rocky Morton",,"Adventure, Comedy, Family, Fantasy, Sci-Fi",English,,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",https://m.media-amazon.com/images/M/MV5BYmQwYTBlZmMtMzE1Ni00OTljLTgzNDktZjkyMTQzNmQ4YjhiXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,Buena Vista,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}]",28 May 1993,True,104 min,Super Mario Bros.,movie,,"Parker Bennett, Terry Runte, Ed Solomon",1993,tt0108255,4.0,"46,167",
3195,196,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader",11 wins & 24 nominations.,"$121,463,226",USA,04 Dec 2007,Greg Mottola,,Comedy,English,76.0,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,https://m.media-amazon.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SX300.jpg,Sony Pictures/Columbia,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",17 Aug 2007,True,113 min,Superbad,movie,,"Seth Rogen, Evan Goldberg",2007,tt0829482,7.6,"493,081",
3196,197,"Faye Dunaway, Helen Slater, Peter O'Toole, Hart Bochner",3 nominations.,,"UK, USA",08 Aug 2000,Jeannot Szwarc,,"Action, Adventure, Fantasy, Romance, Sci-Fi",English,42.0,"After losing a powerful orb, Kara Zor-El, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.",https://m.media-amazon.com/images/M/MV5BNjE1ZDYyNDAtNzQ1My00YjM0LWI5ZWItNTBmMDg2Nzg2ZmNmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,TriStar Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",21 Nov 1984,True,124 min,Supergirl,movie,,David Odell (screenplay),1984,tt0088206,4.4,"17,364",
3199,200,"Gene Hackman, Christopher Reeve, Ned Beatty, Jackie Cooper",3 wins & 6 nominations.,,"USA, UK, Canada",01 May 2001,"Richard Lester, Richard Donner",,"Action, Adventure, Sci-Fi","English, French, Russian",87.0,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",https://m.media-amazon.com/images/M/MV5BMWUzNDJjMDUtNGEzMi00YThlLTlkMmEtNjVlOGQwOWM3MjM3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",19 Jun 1981,True,127 min,Superman II,movie,,"Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), Mario Puzo (story by), Mario Puzo (screenplay by), David Newman (screenplay by), Leslie Newman (screenplay by)",1980,tt0081573,6.8,"92,841",
3200,201,"Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure",2 wins & 7 nominations.,,"UK, USA",01 May 2001,Richard Lester,,"Action, Adventure, Comedy, Sci-Fi","English, Italian, Spanish",44.0,Synthetic kryptonite laced with tar splits Superman in two: good Clark Kent and bad Man of Steel.,https://m.media-amazon.com/images/M/MV5BMzI3ZDllMTctNmI2Mi00OGQ4LTk2ZTQtYTJhMjA5ZGI2YmRkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,WARNER BROTHERS PICTURES,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",17 Jun 1983,True,125 min,Superman III,movie,,"Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), David Newman (screenplay by), Leslie Newman (screenplay by)",1983,tt0086393,5.0,"60,710",
3201,202,"Christopher Reeve, Gene Hackman, Jackie Cooper, Marc McClure",2 wins & 6 nominations.,,"UK, USA",01 May 2001,Sidney J. Furie,,"Action, Adventure, Family, Sci-Fi","English, Russian, French, Italian",24.0,"The Man of Steel crusades for nuclear disarmament and meets Lex Luthor's latest creation, Nuclear Man.",https://m.media-amazon.com/images/M/MV5BMmIwZWY1YTYtNDlhOS00NDRmLWI4MzItNjk2NDc1N2NhYzNlXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,Warner Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24 Jul 1987,True,90 min,Superman IV: The Quest for Peace,movie,,"Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), Christopher Reeve (story by), Lawrence Konner (story by), Mark Rosenthal (story by), Lawrence Konner (screenplay by), Mark Rosenthal (screenplay by)",1987,tt0094074,3.7,"40,187",
3203,204,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams",2 nominations.,,USA,11 Apr 2000,Bruce McCulloch,,"Comedy, Romance",English,42.0,"A nerdy Catholic schoolgirl, Mary Katherine Gallagher, dreams of superstardom.",https://m.media-amazon.com/images/M/MV5BN2Q2YjFlMzYtYjVlMC00MmZmLTg5MzQtZjUyYmY2N2U5MjIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",08 Oct 1999,True,81 min,Superstar,movie,,"Molly Shannon (character), Steve Koren",1999,tt0167427,5.1,"17,072",
3205,206,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe",,"$38,542,418",USA,26 Jan 2010,Jonathan Mostow,,"Action, Crime, Sci-Fi, Thriller",English,45.0,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",https://m.media-amazon.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1_SX300.jpg,Touchstone Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",25 Sep 2009,True,89 min,Surrogates,movie,,"Michael Ferris (screenplay), John Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)",2009,tt0986263,6.3,"164,588",
3206,207,"Cher, Dennis Quaid, Liam Neeson, John Mahoney",,,USA,08 May 2001,Peter Yates,,"Crime, Drama, Thriller",English,,"When a homeless man is accused of murdering a Justice Department file clerk, a public defender is tasked with mounting his legal defense.",https://m.media-amazon.com/images/M/MV5BYmFlMDA2ODctODBiNy00ZWRhLTk5YmYtYzg5ODM0M2UyYjhmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",23 Oct 1987,True,121 min,Suspect,movie,,Eric Roth,1987,tt0094082,6.6,"8,591",
3208,209,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall",Won 1 Oscar. Another 33 wins & 75 nominations.,"$52,900,000","USA, UK",01 Apr 2008,Tim Burton,,"Drama, Horror, Musical, Thriller","English, Italian",83.0,"The infamous story of Benjamin Barker, aka Sweeney Todd, who sets up a barber shop in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett.",https://m.media-amazon.com/images/M/MV5BMTg3NjUxMzM5NV5BMl5BanBnXkFtZTcwMzQ1NjQzMw@@._V1_SX300.jpg,DreamWorks/Paramount Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",21 Dec 2007,True,116 min,Sweeney Todd: The Demon Barber of Fleet Street,movie,,"John Logan (screenplay), Hugh Wheeler (musical), Christopher Bond (musical adaptation)",2007,tt0408236,7.3,"327,351",
